Comment,Length,Specific,Actionable,Justified
not detailed enough shows that you arent working on your app very much is that true or not,18,1,0,0
datajson exists in github but it does not seem to be rendered anywhere chat messages are hard corded,18,1,0,0
user needs need to target a general audience instead of jeff michael and sean use game players etc,18,1,1,0
i wish the first screen was less cluttered i am not sure what information is on there either,18,1,1,0
not enough changes other than those filling in gaps in the previously incomplete prototype or some are vague,18,1,0,0
love the tree visualization remember what it was like a few weeks ago looking forward to your finale,18,1,0,0
be sure to mention who does which task so i can see how work was delegated among teammates,18,1,1,1
its basically there impressed so far you do have more work to do but the functionality is there,18,1,0,0
can be somewhat confusing in terms of symbols being used actually but ok enough to receive the point,18,1,0,0
what happens if the user made a mistake in creating a log item and wants to remove it,18,1,1,0
b make sure to plan at least a week in advance i might have to dock points otherwise,18,1,1,1
the 1st and 3rd storyboards a little too vague to be able to come up with prototype ideas,18,1,0,1
"Consider to increase the contrast on the ""altitude""? The light green color might not be clear under sunlight",18,1,1,1
"design is nice - minimalist, though some screens could use some restructuring to make use of excessive whitespace",18,1,1,1
"Foot scale - minimalist, simple design is good, I like the icon style and general use of space",18,1,0,0
"For the location, I think maybe the ""map view"" will be a good choice to visualize the data",18,1,1,0
Great idea because sitting all day at an 8 to 5 can be very hard on our bodies.,18,1,0,1
"I like how the user can personalize a lot of options, improving the emotional design of the app.",18,1,0,1
I like that you can view the time slots and can RSVP for a certain washer or dryer!,18,1,0,0
I like the circular interface for displaying the dealine. It is a great visual representation of time data.,18,1,0,1
"I like the color scheme, I prefer dark colors so its not so bright, but maybe less neon.",18,1,1,1
I like the inch scale use of space. I wish the foot scale can provide more historic information.,18,1,1,0
"I like the watch design with boxes. However, the sliders seems to refined for such a small interface.",18,1,0,1
I might want to see this on a hour interval schedule to visually see when I have gaps,18,1,1,1
I really like the dance idea for unlocking but would prefer that for computer login instead of email.,18,1,1,0
I really like the simplicity of the design. The landing screen looks really intuitive and esay to use.,18,1,0,1
"I think ""May"" and ""2017"" should be in the same text field because they are not independently movable",18,1,1,1
I would like to see the safety value for the hostels especially if it's a single female traveller.,18,1,1,1
"I would recommend not having the transcript shown at all times, it should be able to be hidden",18,1,1,0
I'm confused by the yard display - what is the bottom screen meant for me to do ?,18,1,0,0
Im not nure if its controls are touch screen or a mouse to the screen where they play.,18,1,0,0
It is better not place the number on top of the logo because it may affect the readablity.,18,1,1,1
"Probably you can make the clickable buttons more visable. Such as adding some shadow around the box, etc",18,1,1,0
Really like the watch interface - the speed number is huge - great design for a small screen,18,1,0,1
The Add Message modules are a bit confusing . Too many choices a user needs to click on!,18,1,0,1
This is not interesting and novel enough. You can add more functionalities and ways to interact with it.,18,1,1,1
"We critiqued this in class and that's all I can come up with. Overall it's clean and informational,",18,1,0,0
"What happens when you tap ""Start walking""? Will it show me a walking path to the lowest price?",18,1,0,0
What would be the process for user to choose the applications that they want to actually apply for?,18,1,1,0
"When the button turns green or red, the text should change to reflect the status such as ""calling""",18,1,1,0
Why are there yellow and orange intermixed dates? I would expect them to be clumped together by color,18,1,1,0
ps im happy to provide feedback about the prototype itself in case we didnt talk well enough in studio,19,0,0,0
if youd genuinely like me to reconsider something i might have missed let me know privately on piazza asap,19,0,1,0
good ideas but there could be many alternatives that already exist try to think how your offering is novel,19,1,1,1
it seems like the firebase code is working for the account info but not necessarily for the projects aspect,19,1,1,0
finally think about why users would participate to help in the first place what is the incentive for them,19,1,1,1
think about how to align the idea with a need that is silently unfulfilled to make it more compelling,19,1,1,1
be sure to write your name and pid on the top right corner of your assignment the next time,19,1,1,0
try to be more clear who the target user is say a particular type of student you often observe,19,1,1,0
the captions clearly explain the tools that the subjects used but it doesnt mention the breakdowns that they faced,19,1,0,1
it is unclear how to add a teammate or the specific instructions for what to do on the mission,19,1,0,0
is there no confirmation for the items ive collected whats the connection between this game and the real world,19,1,1,0
also think about what gets lost once we digitally transfer the overall experience of exchanging contact information or resumes,19,1,1,0
there should be pictures for every subject but ill give you the point since it was not specified explicitly,19,1,1,1
1 point of extra credit awarded for efforts in getting your gameplay to work good job with using d3,19,1,0,1
would there be a way to further extrapolate this statement and connecting it to peoples internal triggers ie feelings,19,1,1,0
confusing names in cloud watched vs done watched buttons but more importantly i couldnt find which one does what,19,1,0,1
the account page is isolated cant go back to it also i cant scroll on the create recipe page,19,1,1,0
i dont really see how this is connected to the specific pov point given for connecting with a storyboard,19,1,0,0
i liked how you went into detail about the breakdowns of each person you observed great job at needfinding,19,1,0,0
the button styling does not appear to be consistent if you end up using the red add task button,19,1,1,0
i need to see your code on github also please disable the login functionality completely it is entirely unnecessary,19,1,1,1
your second sentence is a bit too descriptive in that you tell the user to click a specific icon,19,1,0,1
i like the importance rating system instead of stars i would maybe opt for colors red severe green casual,19,1,1,0
the view ingredients button on all meal components seem unnecessary in most of the cases ingredients are all viewable,19,1,1,1
please do not provide external links as far as possible and do not modify them its tedious to check,19,1,1,1
i do not know what you are using as json or do you have a database please specifiy this,19,1,1,1
good this is less taboo due to multifaceted point of view still try to move more toward unexplored domains,19,1,1,1
some of the functionality is unclear what else can the app do besides have the user input dog info,19,1,1,1
Also maybe adding some feedback system from the crowd? Like a upvote/downvote feature to get some feedback from audience?,19,1,1,1
Good use of broad domains as well as some that are a little more specific to find lead users.,19,1,0,1
How does the controller tie into the yard scale interface? What separates the yard control from the foot control?,19,1,1,1
I like how it predicts your actions and suggests in real time what commands the user should use instead.,19,1,0,0
I like that your hack only has one page and it's color coded but it is not very organized.,19,1,0,0
"I like the visual design and layout, I think you really hit on the feedback you got last class",19,1,0,0
"I think there are too many colors, you could take away the red and the interface would do fine",19,1,1,0
I wish the empty spaces were completely used. Make the interface full screen instead of half of the screen.,19,1,1,0
"I'm a little confused, are the 2 different interfaces or they are just one but very smart interface ?",19,1,0,1
"Not sure what the rectangles on the side are supposed to represent, maybe this space could be used better",19,1,1,0
Overall the design is very clean and I think it will be useful to people who want to donate!,19,1,0,0
The red on dark blue is a little jarring. Have you tried to experiment with different hues of red?,19,1,1,1
This is very cool! How long will the arrows stay on the screen? What if it blocks something importan?,19,1,0,1
"Very interesting concept! I really like it, but I feel like you could flesh it out a bit more!",19,1,1,0
What is the difference between the foot and the yard scales? They seem to both fulfill the same purpose,19,1,0,1
Who is the emergency contact? I think the name should be displayed so you know exactly who you're calling,19,1,1,1
"You identify a problem that common users have, but I'm not sure your solution is for a lead user.",19,1,0,0
i dont see where youve described a specific instance where there is friction in the collaborative process in this report,20,1,0,0
another improvement in presentation would be to show actual classes and topics instead of placeholders and explain the structure separately,20,1,1,1
as discussed making a chrome extension is unchartered territory for this course which comes with its own set of risks,20,1,0,1
not seeing you use json data anywhere if you are post on piazza to get point back point added 12112016,20,1,1,0
its good that youve justified how heuristics will be adhered to but something also worth mentioning is the actual criticism,20,1,1,0
i can see the value of the current textual list interface but some interesting visualization to attract users wouldnt hurt,20,1,1,1
you might want to conduct comparative analysis on existing apps while focusing on how your app is distinctive from others,20,1,1,1
important interface elements are potentially ignored here such as reordering activities if that makes sense and links to auxiliary pagesfunctionality,20,1,1,1
the pictures that are still broken and some of the functionaly that does not work can be interpreted as error,20,1,0,0
storyboards should state an issue and also introduce an interface the storyboards should show how that interface solved the issue,20,1,1,0
think about how to align the idea with a need that is unfulfilled because people remain in their comfort zones,20,1,1,1
its difficult to draw a conclusion from the analysis because of the use of noncategorical data in the chisquared test,20,1,0,1
great job finishing the interaction flow rewarded one extra point for implementing the search function adding comments and upvote downvote,20,1,0,1
extra point for database integration at this early stage try to focus on deep interactions rather than simply technical details,20,1,1,1
they are very very similar ill give you the point though since the app itself is differing with each storyboard,20,1,0,1
the core problem the pov conveys is vague and is weakly connected to the specifics found from the need statements,20,1,0,1
user needs must be expressed in a selfexplanatory manner for example 7 is vague without the context known from observations,20,1,1,1
points given for going above and beyond with using a database and styling the app smooth animations and not buggy,20,1,0,1
2how long does the user have to wait for a response is the app really helpful if no one responds,20,1,0,1
be careful about distribution of work make sure to input any potential schedule conflicts ie midterms out of town etc,20,1,1,0
you dont have to mention the names of the specific people when writing about user needs they are generic statements,20,1,0,1
i noticed you have a lot of html pages i wonder if rendering your json through handlebars might be easier,20,1,1,0
this is a bit oversimplified work with users to see what they would expect to do for such an app,20,1,1,1
storyboard 1 if someone were to pick up this storyboard they would not know how to create a distinct prototype,20,1,0,0
try having greater focus on violations it appears you tried to balance the two which is okay but not expectednecessary,20,1,1,0
after getting navigated to the mbti test page theres no control to go back check out the video below httpswwwyoutubecomwatchv6nisr7snkm,20,1,1,0
also try to ensure it works online maybe try a private video on youtube its likely a file format issue,20,,,
its not working well but ill go easy on you guys you have a hard technical challenge in this design,20,,,
"I like how the app provides cool sight seeing spots on the users route, this heightens the overall travel experience",20,,,
I like the different modules that a person can add or delete based on the type of trip they're planning.,20,,,
I question how often people search while taking notes? I get it if its after they're done and reviewing notes.,20,,,
I really like these icons. But these icons might be too small to easily see on a watch size display.,20,,,
"I think this is a pretty good idea, there are lots of people who have trouble keeping track job apps.",20,,,
"I wish the weather display is bigger, and maybe add a line chart for visualizing the data might be useful.",20,,,
I would like to see a typographic difference between the recruiter name and position. Maybe use bold for the name?,20,,,
"If your persona already knows people in the class, couldn't he just catch up on material outside of class time?",20,,,
interface is well-thought out - lots of edge cases seem to be addressed / UI flow is smooth and uniform,20,,,
It is interesting and helpful to use artificial intelligence to recognize the picture the users upload and auto-fill the form.,20,,,
It looks really cool. I wish there is a video showing what's going on and how you interact with it,20,,,
"Really like the auto-set alarm feature, but I wish I have freedom to turn off auto-set alarm on certain event",20,,,
Text should be white or show high contrast if it's a clickable button! Faded text indicates that it is disabled,20,,,
Theres been a lot of progress on the design. I think that the simplicity and interactions are better flushed out.,20,,,
Very nice use of AR! I feel like there's a lot of possibilities here that you could explore more in-depth.,20,,,
What exactly are these balls for? I'm a bit confused as to how they contribute to the overall interface here.,20,,,
please see feedback on the dev plan from the previous assignment and no need to include the plan for past weeks,21,0,1,0
while your submission has points about the major problems with both the prototypes it lacks meaningful thoughts about the heuristic evaluations,21,1,0,0
visual elements such as headers look inconsistent profile page input fields dont have outlines or is it just on my machine,21,1,0,0
the storyboards are fine but you can do quite a bit with google maps think about how you can be different,21,,,
although its polished than before i think theres still a fair amount of room to enhance the apps usability and interactivity,21,,,
because these students are your potential users perhaps make your application more positive or add a component that reigns in positivity,21,,,
one good way to get more usable feedback is by observing users try out the app and noting hiccups they face,21,,,
a few of your user needs are a bit repetitive i would encourage you to delve deeper into the user needs,21,,,
as a suggestion the photos would look better if shown from a 90 degree angle to the plane of the paper,21,,,
im concerned about your first 2 ideas they dont really offer a unique solution i like the 3rd one the best,21,,,
pov doesnt describe the reasons why users have difficulty being motivated in exercising a pov statement should not contain solution statements,21,,,
you might want to conduct some comparative analysis on other matchmaking or dating platforms and see how yours can stand out,21,,,
would liked to have seen a more explicit mention of how the topic might be influenced by games with a purpose,21,,,
many needs are similar or already have solutions which your subjects arent using it might be useful to find out why,21,,,
i agree that having visualization could help people motivate but without stating why this pov fails to focus on user needs,21,,,
borderline taboo good pov though focus more on procrastination as a psychologicalemotional issue than a productivity issue and youll be good,21,,,
if you go to httpscse170projectherokuappcomcustomerordersummary and then hit the back button it fails to load the resources from the json file,21,,,
good work here you could try matching any word rather than just the beginning to further improve the user experience user,21,,,
i wish there was a voice over or captions to explain what exactly was happening because the background noises were distracting,21,,,
plz remove login credential requirement there could be more functionality its not really clear what hearts mean when displaying mood data,21,,,
not there yet youre not working much with the data focus more on quantitative data or quantify your qualitative data somehow,21,,,
hard to see prototype well in pictures its unclear if the user plays these mini games while actually cooking or not,21,,,
focus less on the login page and user set up and more on the actual navigation and interactions within the app,21,,,
when the add amount modal view is up there is no way to dismiss it check out the video below httpswwwyoutubecomwatchvtcerzufjr7m,21,,,
Directions could be overlayed on the map to give a more specific spatial mapping of what to do and conserve space,21,,,
"For a mobile interface, the buttons seem a bit hard to press, especially for people with larger fingers (like me, LOL).",21,,,
"For the visual design, the background on the right is a little dark. Probably use a lighter gray would be better",21,,,
Great feature! But I am not sure whether the user will remember to use this feature in a really intense moment?,21,,,
I like how not cluttered this inteface is but I wonder if you can put anything on the space on top.,21,,,
"I like how you have incorporated different colors for the different modes, which makes it easy to distinguish one from another.",21,,,
I like that there are prereqs but I wish that there were more information about the classes such as the professor.,21,,,
I think it is useful to sort by expiration and quantity and but I wish that there was higher information density.,21,,,
I think your name and expiration date boxes need to be larger. There is no reason why they are so small?,21,,,
I wish the outline section on the right could be truncated to just show title (that user can expand if needed),21,,,
I wish you can show more edge cases and come up with a realistic and super concise example in the video.,21,,,
I would want to choose how long to wait and see how much it would cost for different durations of time,21,,,
I would want to see the times of all the events I've favorited here and the corresponding locations on the map.,21,,,
"I'm confused about the ""I'm a passenger"" button and the 2 next to it. What happens when you click on it?",21,,,
"If the user can disable force shut down, then can't they play the game all night and never go to bed?",21,,,
"If this is an app, I believe it is better to automatically scan the environment when the users open the app.",21,,,
It looks like it would be useful for an video game artist. Color might be nice to have in future prototypes!,21,,,
It would be nice to link to the recruiters linkedin page or portfolio so you can get more information on them,21,,,
"It's pretty simple, but overall I feel like with a bit more fleshing out it could yield some very interesting results.",21,,,
"It's unclear what the ""Approximate time"" means. Maybe it should be ""Approximate time until normal pricing"" or something of that sort",21,,,
Looks like a very functional layout and I like how specific it is for solving the task of planning a hackothon.,21,,,
"Overall the design makes sense, except for the user picture. I don't see how it's related to getting an item made",21,,,
The content on the first screens is a little unclear of what it means and how exactly to interact with it.,21,,,
"Varying text sizes could be used to emphasize the importance of certain info (ex: ""Interviewer"" could be smaller than ""Thomas Johnson"")",21,,,
make sure that these are incorporated in the development plan also note the rubric for a8 especially to fix any aesthetic details,22,1,1,0
if im missing something that you think is definitely worthy of consideration feel free to let me know in the last studio,22,0,0,0
this just shows the situation and hints at a need a good storyboard covers all the three ses situation sequence and satisfaction,22,,,
how does one create different types of workouts a lot else can possibly be thought of in terms of interactions and features,22,,,
pictures relate well with your observations but try to make them understandable independently the words made up for the captions this time,22,,,
focus on what the interaction achieves for the user rather than the tasks that they are able to do on the app,22,,,
try not to mention all relatedsimilar interactions but to get to the most important ones so that your point is communicated well,22,,,
it will be hard to determine which is more effective so just stick with one change such as the text being different,22,,,
i like how patients can search for articles and scientists easily is there a way for them to savebookmark articles they liked,22,,,
you did mention a possible outcome but all outcomes should be taken into account ie both a null and experimental hypothesis result,22,,,
2 extra credit point for going above and styling the pages and having smooth interactions that are not buggy and fullyfleshed out,22,,,
too much focus on the solution you already have ideas of features you want to implement which will limit your design space,22,,,
i had a group do something very similar last year so the idea be careful of turning this into another timer app,22,,,
interesting but how do you differentiate this from other trivia apps or how can you make this more than a trivia app,22,,,
remember to specify who will be taking care of which task even if you will both be working on the same task,22,,,
good job at needfinding your observations could have dug deeper into the breakdowns that the subjects encountered while they were note taking,22,,,
very sparse and too directly guiding the user plan to ask more questions and gather more input on the brief and debrief,22,,,
"For security, in the all-in-one view, maybe it can just show a feed directly, and then allow quick toggle through each feed.",22,,,
However I am still confused with the recipes thing because I don't really know what functions the app can serve me here,22,,,
I believe the camera button should be more obvious. You can put it on the top since it is an important feature.,22,,,
I don't really know how can you rotate the Yard size display since it is supposed to be on a public display,22,,,
"I like the visual design, it is simple and since it is specifically made to be cheap, cardboard is the logical approach.",22,,,
I like your idea of organizing Application for different companies so as to help people not to miss the company application deadline,22,,,
I think quantity is important because having a lot of vegetables is more of a problem than having a few vegetables left.,22,,,
I wish the pictures had text labels for clarity. I like how the days and colors show the urgency of food expiration.,22,,,
I'm not sure how useful temperature is? I really like the seeing pictures of what the inside of the room is though.,22,,,
"If I want to replace the lightbulb, I'd also want to know where to get one and what is a reasonable price.",22,,,
Inch: I like the relevant info that is easily viewable. The text seems a bit small though for such a small screen.,22,,,
It would be nice to see travel time totals instead or in addition to how much longer each choice will take you,22,,,
providing a diet via an apple watch may be difficult. Its hard to fit much text on the screen and stay readable,22,,,
Some function seems counter intuitive like listening through microphone for surrounding dangers but putting on earphones might hinder ability to recognize danger.,22,,,
"Some screens on the watch view is good. Like the weather. Others seems to be displaying too much, like the clock toggles.",22,,,
The floor buttons would be hard to click on a watch screen. Maybe just have one button/interface to reserve any open room?,22,,,
"The user case could be confusing, The added flow chart looks good though, It helps clear up possible confusion of the scenario.",22,,,
This is extemerly specifc. Well Done ! I'm looking at the interface and i'm able to understand the function of this product.,22,,,
good job its an interesting app with fine design hope youve had some fun this quarter in studio ps consider taking cogs 121,23,0,0,0
unfortunately i dont get what this app is about and it seems too similar to the previous prototype lets talk about this sometime,23,,,
while the description is good i need your perspective on how the activity falls under the umbrella of shaking up the status quo,23,,,
observations are quite good but there should have been emphasis on analyzing if things are going well or if not the issues faced,23,,,
creative idea i have not seen any applications like this i think it builds a necessary bridge between researchers and students and patients,23,,,
ok but reframe it so that it addresses the need for potential citizen scientists to be able to actually find citizen science platforms,23,,,
some of these needs not explicitly from the breakdowns and observations mentioned but point awarded because you hit most of the points well,23,,,
good work with the timers the interaction works well hence an extra point make sure to use json data in your app though,23,,,
i wish i was able to clearly see the features of the interface the angle of the video made it hard to see,23,,,
explanation of outcome of ab testing could be more in depth maybe explain what your null hypothesis is and significant differenceno significant difference,23,,,
photos focused too much on the interface of the sites rather than showing the users reaction or showing the user within these interactions,23,,,
sketches are not what we expected but interesting nonetheless and just crossed the threshold for a correct for the purposes of the rubric,23,,,
interesting idea be careful of thinking of potential gametypes as those are more solutions and right now were just focusing on the needs,23,,,
no github link provided in assignment submission but i pulled it from previous assignments remember to include a link to your github repo,23,,,
because of the diversity of your observation in different activities i think your need proposal is very interesting and full of design opportunities,23,,,
the home button is somewhat redundant why not have the app name at the top serve as the link as is usually expected,23,,,
there were a few pages that did not seem to show a separate page modalnamely the password and register in the login page,23,,,
im not sure how storyboard 2 and 3 relates to pov as there seems to be no component regarding the users personality representation,23,,,
i think the topic you chose is very interesting and unique but the aspect of using mobile games doesnt seem to be related,23,,,
"Always make your field big if its something the user will click. In the last picture, they're very small and easy to miss.",23,,,
Building a order using public wall size display might not be a best choice - a personalized tablet will compelet this really well.,23,,,
"cancel is a secondary action. it should have less visual weight than ""on my way!"" We don't want users to click on it!",23,,,
Great simple layout and dsign. You show all of the important things that need to be present in an easy to interpret layout.,23,,,
I like how i can add artwork to my collections. i wish there is more interaction with another user for the yard display.,23,,,
"I like the minimal interface, I don't think the user needs to see a ton of information so keeping it simple is ideal.",23,,,
I think the interface is really well orgnaized and does not include many of the confusing features that so many text editors include.,23,,,
I think your function does explains itself and the scenario is valid and good. But is it safe to check watch when snowboarding???,23,,,
I wish the map on the yard screen is more visible. I like how the inch display can guide me to specific artwork.,23,,,
"I'm a little confused, is it a 2 way call? Or just a recording of the audio, which the emergency contact can hear?",23,,,
"I'm not sure, but it looks like location is entered rather than detected which would be hard to do on a smart watch.",23,,,
"Initially, it's unclear to me what the ""check"" button means. What is the user checking? You can be more specific in your labels.",23,,,
It is better to consider the problem that the white words are diffcult to read with grey background for the foot scale interface.,23,,,
Not sure how often rooms are actually available on an immediate basis. But I guess for the design we can assume they are??,23,,,
Would like to see the real prototype using digital design. Some online real time assistant or option of uploading pictures would be better,23,,,
satisfaction is muddled up as the need is to not get distracted but the character is shown happy when he gets to browse fb,24,,,
your descriptions are very short and vague they need to be detailed i dont see any sort of clear engagement with the user either,24,,,
it might be useful to emphasize through the test the importance of collaborating with your garden members to maintain the quality of your garden,24,,,
point of view should be a single concise statement that captures the needs of all users rather than explaining the need for each user,24,,,
there is no description of unique interactions in addition these interactions are not unique to this app and are found in most budgeting apps,24,,,
there is scope to have the activity log do more than merely show the history ie how would users want to learn from it,24,,,
overall some interesting ideas for a unique topic it will be interesting to see how you explore translating this digital game with the realworld,24,,,
i recommend you only change one of the options to checkboxes rather than the whole page it will be easier to test this way,24,,,
saving a workout takes you back to the home page which is unexpected also editing inputs with a keyboard is not the best idea,24,,,
the check boxes could have side effects such as moving those suggestions down or highlighting them differently to make it more apparent to users,24,,,
feel free to use a plan that actually works for you this is not for us but to help your group work things out,24,,,
"actually, maybe your system can be starter and it can automatically choose the correct mode for certain environment. You can set it as default.",24,,,
Hey there ! Great work. I have trouble opening the LFG tool. I'm not sure if this is on my part or the critiquekit.,24,,,
I like how the interface takes the trouble of subdividing body areas out of the user's hands and guides them towards finding more workouts,24,,,
"I like the interface design for the interface. I wish I can ""bookmark""/""save"" some common settings for the lighting to get some quick access.",24,,,
I pretty much like your idea. But the interface for multiple windows does not quite look good. Why are those screens tweaked like that?,24,,,
"I think if you're including seat # information, your persona would appreciate seats taken, and a visual representation of where there are available seats.",24,,,
"I think that you did great needfinding but I wish I could see more design in your prototype, like what's holding the tablet up.",24,,,
I'm confused as to how this is a lead user solution. Does evreyone face this issue and how does your user hack the problem?,24,,,
"In the foot face. I think there should be a price shown under the Recommended Products, rather than after I click on the ""compare"".",24,,,
"Inch scale - buttons, elements, and text are all far too small. Consider reducing the task able to be completed on the inch scale.",24,,,
Initially it's hard to break into because it's a lot going on. I think that the type of noises are good in different colors.,24,,,
"It would be nice, if this text didnt protrude into the chart section and was onlu restricted to left of the thick grey line",24,,,
"Probabaly you can add more information about the event that relative to transportation, for example, the location of the event, the distance and etc.",24,,,
The task seems quite vague - come up with a concrete scenario in which the UI is driven by the lead user's specific need,24,,,
This looks really good! I'm not certain how useful the I'm feeling lucky feature is and I don't think people care about past reservations.,24,,,
Unable to access the PDF -- I've tried contacting the user and getting permission to access the file. Will update once I get access.,24,,,
"When someone is new to football game, it is better to clear the meaning of numbers for the yard scale interface on the top.",24,,,
YARD SCALE 1) I like how the app displays deals based on the user's life. This adds a sense of personalization to the app.,24,,,
what about when the user clicks outside the input field and then clicks back make sure not to count erroneously and use the appropriate test,25,1,1,0
some unique features stated seemed to be visible but not implemented such as allowing users to sign nda disclosure scientist receiving funds and filtering projects,25,,,
you ought to have included more of the calculations as shown in the slides rather than just a line of calculation which i cant understand,25,,,
calendar page is secondary functionality pick more data visualizations to wizard of oz but implement the capacity to collect the data that would drive them,25,,,
there should be one single point of view that captures the needs for all your users rather than a point of view for each person,25,,,
point of view should be a concise statement that captures a single reason for all users point awarded because i think you caught the sentiment,25,,,
when i complete a task and then refresh the page the tasks i completed reappear and the number of tasks left to complete never changes,25,,,
the instructions should better emphasize the personal food and mood tracking aspect the instructions still make it seem like the pet is of more importance,25,,,
would inputting a specific mbti type will terminally remove all other people of incompatible types what if users still would like to see other people,25,,,
your app works perfectly well with no errors and also has some nice interactions youd have gotten more extracredit points had you implemented more interactions,25,,,
interesting pov focused on the logging data inputting aspect of your daily diet and activity i look forward to seeing how the project would evolve,25,,,
some of the needs are very similar it would have been interesting to consider different types of job seekers to get varied and distinct needs,25,,,
not sure if your latest changes were pushed because much of the functionality you mentioned completing in your development plan was not in the app,25,,,
point awarded but the tasks should be centered around the different assignments weektoweek so you can ensure that you meet all rubric and assignment requirements,25,,,
it isnt clear for which of your users you have written notes for you need to write a separate set of notes for each one,25,,,
the changes are more appropriately filling in gaps in the previously incomplete prototype that is not the intent as heuristic violations are not being rectified,25,,,
oh i see the map now make it more easily accessible im hesitant to give this point because it still feels like its missing something,25,,,
your app is beautifully designed and the core functionality appears to be implemented for the most part moreover the interaction appears to be almost seamless,25,,,
"Custom modifications to mechanical keyboards beyond keycap replacement certainly fall under the domain of ""lead users"", I'm curious to see how your design turns out.",25,,,
"Generally, I think of clicking as trying to see more details not add. You may want a separate ""+"" button for adding to your schedule",25,,,
Hmm. While this makes sense...I think the text is getting lighter too quickly. If anything I think maybe making the size smaller makes more sense.,25,,,
How does a percentage tell the user how their posture is suffering? Seems to not be a very direct or even accurate measure of posture,25,,,
"I didn't think the dot, dash, and box intuitively represents stressful activities, comments, and relaxing activities. Maybe you could look at icons that fit better?",25,,,
"I don't quite like your font type. And although the digit is large enough to say, I can barely see the little text underneath it.",25,,,
I like how different keys on the keyboard contain different types of switches - allowing for alternative types of feedback based on the key hit.,25,,,
I like how it shows the price per time. I also really like how it shows the different parking spots and how far it is.,25,,,
I like how useful this design is to your user but I wish that there were more functionality shown in the prototype with the screens.,25,,,
I like the simiplicity and organization of the app. I wish there was more space for the key topic and less for the other resources.,25,,,
I like your idea of demoing human body in the public display that makes it clear to see which part of body is going well,25,,,
"I like your scenario. I thought you decided no longer doing the Tijuana thing though, nice to see you coming back to your original design",25,,,
I really like your idea. Maybe there is a way to add in a better gauge of if the user is hitting the marks correctly.,25,,,
I think that the foot scale could be better explained in your persona. Would it be used only before? or during the massage as well?,25,,,
"INCH SCALE 1) Instead of having text on the 2nd screen, maybe you could use voice output to guide the user throughout his shopping route.",25,,,
"It would be nice to know the model and color of the car, kind of like Uber. So you know which is the right car",25,,,
Overall I really like the idea. Consider that ther could be a bigger difference between the yard and inch functionality. Be creative on the yard!,25,,,
Really like the design! I wish the app can have a tracking feature showing a visualization of my time distribution and my progress on sleeping.,25,,,
"Try changing the buttons on the yard scale. I think they mock real life too much, but will be hard to control in that way.",25,,,
not a real interpretation you need to provide an explanation as to why the test turned out the way it did even if it isnt correct,26,1,1,0
a prototype is complete in itself it is not any particular page as a result i have to dock points for the second prototype entirely unfortunately,26,0,0,1
appears to be incomplete try to see how you could help the persona with an app if possible and indicate the result that makes her happy,26,,,
take a more insightful stance this one just cuts it as there is some direction to guide decisions also storyboards dont focus on the motivation part,26,,,
the rubric mentions describing a core problem without offering a solution your pov has a set of possible solutions reviews of dining hall food splitting receipts,26,,,
its unclear whether i have done the task correctly is this just adding a task also is there a way to assign tasks to specific people,26,,,
i wish the pov contained a little more context as to what it is about keeping the memories that is currently missing from the observed users,26,,,
your user needs are a bit too specific it would help to generalize the need a slight bit so that you may address a bigger audience,26,,,
great job finishing most of the features rewarded two point for implementing the tag filtering feature as well as the time measurement and animation in checkpoints,26,,,
the interactions that you mention are not implemented how would you facilitate communication a chat system how would you handle money logistics including a base price,26,,,
it would have been great if the pov contained some explanation as to what specifically is the implication of having different attitudes towards using these apps,26,,,
because you are using an outside library please put in comments with keywords like json so that i can see where your data io functionality is,26,,,
after checking your development plan i decided not to award your team the point because there were no changes or additional tasks in the new version,26,,,
i wish there was some way for the app to know where i am how did the app know that gobind needed a seat in geisel,26,,,
i like the side navigation i suggest researching if the order should be changed perhaps by importance is chatting more important than chores in your app,26,,,
analyzing other existing banking apps might provide some insights to latent design opportunities but i think graphically associating spending with some memory is an interesting idea,26,,,
navigation feels tedious due to the hamburger menu since these arent pages one would go to infrequently and instead seem to be important to the app,26,,,
Adding a social feature to the spp such as leaderboard might also be useful. Peer pressure and gamification can improve motivation of keep using the app.,26,,,
How come the tablet would know user's current posture? It might be better to be tutorial site that teaches how to relax body (like yoga instructions..),26,,,
I dont belive the sound output from a watch would be sufficient to notify surrounding people. Emitting it from a different source would be more effective,26,,,
I like the map function and seeing all the attractions and different hostels at once. I would imagine it might be difficult once outliers are introduced.,26,,,
I like the organization and I wonder if there is anything skeumorphic that you can do with this interface where you have more icons of food.,26,,,
I think it is hard to put four buttons in the same screen on smart watch and users may eaily press the wrong button by mistake.,26,,,
I think there is a lot of potential for needs here. Let's think about what kind of need that lead users of this product could use,26,,,
"I wish I can receive voice feedback for the popup issues -- in some cases, user might not be able to directly look at the display",26,,,
"I wish there are more ways to interact with the screen. And as said in class, the seating area colors needs to be decided more carefully.",26,,,
I wish you can put the introduction of the app in the login page and you do not need the about button at the top bar.,26,,,
"If comments, likes, etc. are important to this user then your design would possibly make these features clear visually appealing to the user reading the article.",26,,,
It would be fun to also include some different sort methods such as by 'items rarely used' since your lead user expressed concerns about forgetting items.,26,,,
Really like this task control interface - consider to add more contrast to the icon? Read on grey might not be clear enough on certain backgrounds?,26,,,
