ID,Comment,Num duplicates,Length
1551,overall awesome progress super cool seeing people who have been to the places not only in the random roll but also when clicking on a marker in the map nice work list view and individual view could still be polished up a bit in terms of style but its looking pretty demoable to me,0,54
1550,missing github link  ,1,3
1553,great job on the functionality and i look forward to hearing your pitch,0,13
1552,i feel that you should also test for the core functionality of the  app ie the trading card part or the reroll part as these are essential for your app some other possible revisions for different portions of your ui should also be addressed you may also want to think about how the chore cards should be displayed rather than scrolling through 10 chores,0,64
59,appreciate the humor but use that effort for going deeper good job regardless,0,13
58,well done just missing video questions,5,6
1557,2 deductions   your development plans dont have weeks 58 or week 10 ive been pretty lax on grading these but i have to take a point off for this,0,29
1556,i would recommend for the demo on friday to focus on having navigation working properly it looks like in the version im looking at now theres something janky going on w sessions possibly due to facebook login but i keep getting redirected to the login screen i would also avoid saying  your system isnt under maintenance too honest instead youre offering me the convenience of signing in w facebook yay   itd be a good idea have 1 wizard of ozed sequence of screens for demo purposes,0,86
55,directions were to fill out worksheet packet twice despite this your work is really well done questions also missing,0,19
54,well done interesting approach with a more specific problem that if solved can lead to better experiences overall for freshman,0,20
56,treated sketch as prototype,0,4
53,brainstorming focus on generating a diverse set of concepts rather than worrying too much about laying out the details of few potential solutions,2,23
52,ensure you complete entire assignment  no prototypes present,1,8
537,prototype 2 has a lot of screens but was difficult to figure out and seems to be for the incorrect platform,0,21
536,storyboards focus too heavily on the prototypeui need to be able to come up with a distinct prototype that corresponds to the point of view from the storyboard,0,28
535,inspiration board doenst talk about how the user would currently address their need and why it falls short,0,18
534,deductions,0,1
533,comments really liked your inspiration board your prototype was really well thought out but at times especially the first one was very busy for the second prototype you might want to consider not sending regular summary notifications to users and not asking them initially how often they want to be contacted because that—ç’Îç’‘’ù’ÇÎs not something they will necessarily know right off the bat another thing to consider is how you can make the gamification aspect of your app intuitive but not timeconsuming if you—ç’Îç’‘’ù’ÇÎve  seen the app neko atsume you see that it—ç’Îç’‘’ù’ÇÎs a game that doesn—ç’Îç’‘’ù’ÇÎt require that users spend a lot of time using it but that has managed to get people to keep coming back this is a balance that you could try to strike with the piggy game dressing up the pig is a cute idea maybe other activities than simply saving money can accrue rewards,0,150
532,comments your approach feels very generic you might run into the risk of trying to solve too many problems at once and not really doing any one thing well focus on narrowing down your point of viewtry thinking back to personas see scott—ç’Îç’‘’ù’ÇÎs videos from week 2 and developing one or two example users for your app  i like the idea for the second app because it—ç’Îç’‘’ù’ÇÎs more clearly intended for a shy person who wants to make friends but needs a way to overcome their shyness,0,87
531, storyboard 1 i should be able to make a distinct prototype from the one your team made based off of this storyboard but it already includes a view of the specific interface,0,32
530,inspiration didnt make abstractmetaphorical connections to point of view,0,9
539,deductions  point of view doesnt specifically engage the brief,0,9
538,comments second prototype was very difficult to read also seems to be made for a desktop view not a mobile web app i like your idea of specifically helping cs students develop their portfolios i think it—ç’Îç’‘’ù’ÇÎs time to do more needfinding have you talked to people who are actively working on projects i think the second idea has a lot of potential but right now is confusing and not quite clear is this a portal for tracking work for applying to jobs for viewing others websites,0,87
1558,prototype is lacking in final polish,0,6
429,rather than focusing on studying is boring perhaps think of why traditional studying is ineffective and why students struggle with it inspiration board should include more screenshots to make a more direct link between that inspiration and your prototype in your storyboards you also include the teacher which is not stated in your pov and was difficult to follow the sequencing many groups have made study apps in the past so think about how you might mae yours more innovative and outofthebox than simply a study app,0,87
428,overall i think youre on track however id encourage you to articulate a clearer pov that is more closely tied to the issues your raise with exploration or being in a certain place at a certain time note that these are two different needs and you should select one of them to focus on,0,54
1399,observations very important insight found about the keyboard blocking normal interaction flow that you wouldnt normally be a problem on a desktop great detail overall,0,25
1398,dont overlook the difficulty people may have with writing down their appliances watt usage this may be a point where people get frustrated and leave your app also was looking for a clearer description of your ab testing including metrics and potential outcomes,0,43
421,inspiration not very inspiring good enough idea but im not seeing much creativity,0,13
420,in the second prototype the idea of ratinglisting by menu items rather than general eateries is great its definitely another angle to take that has a huge effect on the experience of exchanging information about food perhaps theres a way to kill two birds with one stone here finding where to eat and what to eat in one motion,0,59
423,storyboard 2s doesnt directly lead to a prototype,0,8
422,inspirations should demonstrate critical thinking by explaining how those articlesapps fall short or what other questions they lead to,0,19
425,good work overall most of my pertinent feedback was given during studio  in office hours,0,15
424,the novelly idea is fun to think about i would think about talking with potential users more especially users who are writers and see how they might react to such a situation,0,32
427,i really liked your prototypes and storyboards great job at putting a unique twist on traditional productivity apps,0,18
426,main takeaway would be to focus on distilling one key feature that makes your app what it is this will help tremendously in moving forward with the design process,0,29
229,clear but the scope of social collaboration can be broadened a bit rather than just only within games,0,18
228,your observations were of college students but your needs mentioned young kids make sure your needs address the population you observed some needs were slightly redundant your sketches and captions better described the breakdowns than your description of the observations,0,40
227,sketch captions dont describe the breakdown or design opportunity i liked the organization of your user needs,0,17
226,needs some redundancies in needs some lacking detail to become a basis for a design project,0,16
224,big problem space that will probably be relevant for a long time good diversity in observations looking at multiple angles of the exchange,0,23
222,observations could be a little bit more clear on where breakdownsopportunities are occurring in some of your observations ex are there instances where brian slips while going about the normal routine of correcting differences did any mishaps happen when trying to recall routine fro memory,0,45
221,good choices of activities to observe regarding student organizations particularly interesting how much memory is involved in activities 1  2 from counting votes to teaching routines taking care of memory issues is always an opportunity for design in technology,0,39
220,photo  3 could have more clarity on the breakdown is it just lack of knowledge where does this user slip has he shown indication of trying to find other musicians which part of that along the way give slight to this breakdown,0,42
151,nice work  it could also be interesting to interview someone on the other side of the event planning equation eg an event goer  what is their threshold for attending an event,0,31
150,was looking for a few more photos highlighting breakdowns,0,9
153,be more clear about your breakdowns and opportunities,0,8
155,observations there isnt a very clear description of what particular activity you were observing the main detail mentioned is only what kinds of questions you asked in the interviews i would have liked to see more insight on the things observed while you were watching your participants,0,47
154,very thorough great job,6,4
157,observations could be more clear on where exactly the breakdownsdesign opportunities are asking whether or not they would be willing to exchange for food recipes and cooking lessons is a leading question and does necessarily give reliable insight on opportunities for design,0,42
156,needs a number of redundancies needs that arent particularly critical enough to warrant a design project we want to really think about what was observed and what motivations would drive peoples actions in the activity you observed,0,37
158,photo 2 does not have a clear breakdowndesign opportunity just describes how dan goes about his routine,0,17
1524,cool logo everything themes pretty well and gives off the right feeling for what kind of people this app caters to,0,21
1544,test results surprising results are always fun though this is not to say at this moment we are able to really claim one is comprehensively better over the other somewhere down the line there may be other content youd want to fit in an upper header which would necessitate moving category navigation into the side menu etc it was good that your team had a fallback to user feedback for making design decisions in this project scope,0,77
1525,test results nice process  organization good to see that with more tests you were able to come to a more confident result also great touch with keeping track of additional variables for back your findings,0,35
1526,list of changes good list very useful to have context for the changes listed alongside the actual proposed change,0,19
818,i cant gleam the features that novelly will have from your home screen,2,13
1527,good job overall new navigation between question tabs seems to work really well will there be any plans to actually allow someone to make an account and login would be nice to be able to actually mess around with questions that users generate  currently it wont let me create an account and persistently says password fields do not match  ,0,59
810,home screen very well developed remember youre designing a mobile web app so you should be optimizing for that view when i view your home screen as a mobile app the piggy jr view has overlapping buttons and is unclear also you have two tiers of toplevel navigation which takes up a lot of screen real estate in the mobile view how many of those buttons do users actually need immediate access to try looking into additionalalternative ways to do navigation,2,81
811,individual he fantastic analysis of usability well organized with useful comparisons drawn between the different prototypes very easy to read well done,0,22
812,group he good flow from highlevel issues down to very specific usability issues potential solutions offered are reasonable providing specific examples in the prototypes of broader reaching usability errors is very useful especially for the team who was evaluated,2,39
813,home page good start something to consider based on your current page theres a lot of space left an example not necessarily what you should do is it necessary to take an extra step to jump to a list of clubs for example you might just simply start listing clubs with the hero action to start matching up at a location thats always visible bring this up in a team discussion of what exactly you would like your user to see as a default maybe always having to choose between two options by default is a hassle and you can replace that space with something more useful,2,107
814,i liked that the feedback was placed side by side  very useful,0,12
815, your severity ratings were too light most of the severity 1 violations were severity 2 or 3 at minimum,0,19
816,potential solutions provided were minimal would have liked to see more,0,11
1545,nice week 10 stretch goal,0,5
1522,list of changes red  green change on the photo upload is a lot more noticeable now nice,0,17
1523,fit and finish uploaded a brian soe as a tent i would include a header also on the specific listing page it still feels a little inconsistent to only have the option to use the browser integrated back to get out of the page where as all other pages have a navigation system,0,53
1397, a smarter and more relevant search with fewer questions only city and date will be implemented  the purpose of an ab test is to work past what we think is intuitive or smarter as discussed in class these inclinations are often wrong,0,42
1492,app looks in good shape and you scoped your ab test well to answer a basic but meaningful question only points not given were for not updating the dev plan to say more specifically what you will do this week a lot of steps go into making a good poster and you did not put in your dev plan what changes you would make based on your ab test,0,69
1493,no statistical information provided no updated dev plan,0,8
1494,as you noted your chisquare test was a stretch so you havent earned those points if you have time you may want to add another question type or two,0,29
1495,in this iteration it seemed that the cookies functionality wasnt working the pets also dont seem to animate on the home page they were so cute the pictures in the gallery also didnt load correctly when i tested on my phone and in device mode on chrome otherwise great job so far i think your concept is very cute and creative looking forward to your presentation,0,66
1496,good work so far on your visual design and functionality looking forward to your presentation,1,15
1396,notes original design url and redesign url are submitted the redesign is functional  redesign is not fully functional  ensure this is before you complete used testing 1 when click refine user previous search queries are not carried over so as is its currently just starting a new search 2 filter doesnt actually filter based on inputted queries,0,57
1498,your expected is your before redesign and your observed is after redesign your chisquared calculations are done incorrectly,0,18
1499,please include full dev plan in pdf or link to full dev plan i cant compare with just the given,0,20
1700,great job love the publicizing posts,0,6
1702,great work on the ec assignments the only thing is the video could have been more appealing by walking through a scenario in which a user would use the app in real life rather than walking through its features,0,39
1394,the photos show and the captions thoroughly describe clear breakdowns or opportunities  some of the user breakdowns were due to a lack of functionality not a violation of neilsens heuristics etc,0,31
1704,video was very entertaining glad to see arvind learned how to properly slice vegetables haha,0,15
1705,great job on the ec assignments only thing missing was evidence of users using the app would be nice to include a google analytics page of usage or of the database of users,1,33
1392,ensure redesign is fully functional in order for users to not get caught up parsing bugs,0,16
1391,great work  specifically the user interviews observations insights gathered,0,9
1390,really push these next couple weeks looking forward to seeing how things shape up,0,14
1128,app things in the next week really focus on bringing out whatever key features you believe to make your app what it is soon youll be testing that out with real live users a wonderful task as a user with wizard of ozed data to complete would be filling out a profile with interests playing with the match making system finding out some awesome info and having the org information ready to go from that point forward you have that basic flow existing already but now is the time to get it all feeling as real as possible think about what a user will want to do after each of those steps  can you provide for that i think the signup and interest filling out is pretty straight forward maybe for the purpose of mocked functionality you want to just let users pick interests from a list that is built from interests associated with the orgs using the app then from that pull together a list of potential matches to put the user through make sure the matching page feels a little more comfortable with what exactly users are supposed to do after the matching make sure the user has somewhere to go to review their new findings with what awesome orgs they should get involved with this doesnt have to exactly be the outline of how you should plan things from here but its an example of how i might think about the key parts of each step  at each step does the user know what to do and what the next step should be after completion if this all sounds way too vague feel free to contact me whenever,23,281
1129,development plan good work really liking the detail on each of the task items would be useful to detail some tasks you will be using for your consistency check in week 7 i think its a great idea to have a list of basic tasks just like the one in this assignment to try to run through your app to gain an overall feel working out as many kinks before we dive into testing as you can would be awesome,0,80
1120,deducted single point for not meeting the following criteria,0,9
1121,every page is fleshed out and has their primary functionality implemented,5,11
1122,use of json data and handlebars fully support core app functionality,4,11
1123,task items are comprehensively detailed and clearly actionable,0,8
1125, no 2 sentence task description,0,5
1126,interaction flow good progress navigation is definitely improved i think the one area of confusion still with navigating is that the two main viewing tabs would likely be my questions and all questions i would suggest having that on the bottom bar along with your home button it doesnt make much sense to have to click into the menu and then to all questions to view all questions additionally i think in general it may be a better idea to show all questions as the default and have be my questions to be where you can tab to as a secondary track your stuff function that way when users first enter the app regardless of what they sign on to do they are immediately exposed to questions that they can possibly answer  you want people to answer stuff,0,138
1127,interaction flow everything is connected up pretty well but i think flow can still be improved for navigation in general you can consider some other options tabsmenu etc to restructure how a user moves through all the main pages although i wouldnt prioritize this because what you have works out alright with the home page having buttons to path deeper  the place where someone might feel the most lost is when they get to match me up there still isnt much indication of how long a user is supposed to stay in the matching phase and what they ought to be doing  should i keep matching until theres no more until i find one i like until i find 3 i like what should i do after the match me up phase etc,0,133
524,comments for the pov you—ç’Îç’‘’ù’ÇÎre telling me that sleep schedules contribute to healthy lifestyles you can reframe this by saying —ç’Îç’‘’ù’‘Îèpeople need a to maintain their sleep schedules—ç’Îç’‘’ù’ÇÎù even better would be if instead of talking about people you had a specific target usergroup in mind also you—ç’Îç’‘’ù’ÇÎre already bringing in the specific solution scaring your users that you will use to address your need that is what the storyboard is for not the point of view solid inspirations,0,79
525,deductions  pov specifies a clear need but doesn—ç’Îç’‘’ù’ÇÎt tell me how it relates back to the studio brief just needed one more sentence linking it back,0,26
526,inspirations were all directly related to cooking didnt go beyond that context to make more abstract connections,0,17
527, paper prototype 1 unclear navigational flow,0,6
520,prototypes dont contain enough detail how do i navigate the fridge prototype can i click on items inside of the fridge no update goal screen from prototype view,1,28
521,comments great inspiration board your point of view talks about health related goals but isnt specific to something a user needs to be able to do also it already includes a solution which it shouldnt do try thinking back to personas see scotts videos from week 2 and developing one or two example users for your app,0,57
522,deductions  user need is prescriptive not usercentered,0,7
523,inspirations showed apps that currently seem to solve the problem without explaining why they fall short if the problem is already solved by someone else why do we need your app,0,31
1014,competitive analysis good distinction from yelp but im not sure they are the best fit for covering similar solutions in the same market your app is based on utilizing media to explore where other people have explored for yelp thats a very secondary at best function can you find any other apps that focus on the idea of friend checkins,0,60
1015,interaction flow find explorers page primary functionality not quite clear and usable at the moment,0,15
1016,data its a start for data usage but as of turnin pretty sparse usage could you have better mocked up the find explorers page with some json data,0,28
1017,dev plan the creep block items probably could have been budged better toward finishing the primary functionality of all pages namely find explorers,0,23
528,comments well done on 2nd storyboard 1st prototype—ç’Îç’‘’ù’ÇÎs navigational flow was unclear like the idea for the second prototype is there a way to invite friends through the app via sms email etc seems like a crucial feature being able to find an event by name or organizer or something other than location seems like another important option to include,0,60
529,deductions  pov doesnt articulate a clear user need without also including a proposed solution,0,14
1013,supporting info haha nice self destructing task message,0,8
1234,functionality is great so far really like the concept and animations only thing is data doesnt seem to be handled asynchrounously through get or post,0,25
1235,i cannot tell if the multiplayer is actually working yet i think it would be essential to see that actually functional before we can test the interaction and how testers feel about hte app,0,34
1236,good job fill in more of the data so that the testers can see more examples of what the site might look like,0,23
1237,deductions for   prototype is completely functional there is nothing on the settings page but i do have a user account logging out im not able to log back in with the same username and password,0,35
1230,form validation user goes haywire,0,5
1231, account stuff  i know youre already working on it,0,9
1232,how does one actually join a particular event when i see all the interaction available on the app im assuming i can both create and join events how will i separate those two,0,33
1233,the functionality of submitting a photo is still not fully functional but the idea of submitting and liking others photos is neat very cute visual design the one thing was a bother was that every time i visited the home page the tutorial pop up would show up which can be redundant and annoying for users who have already gone through the tutorial data doesnt seem to be handled through get or post to be asynchronous it also isnt super clear from the home page that the main functionality is to submit pictures,1,93
1238,suggestions  i would make the tab that says goal  wishlist just say wishlist bc thats really what its about managing,0,20
1239, wishlist items have images but theyre not visible and i cant set them anywhere,0,14
439,great work bringing in inspirations not directly related to eating eg spotify,1,12
437,this shopping list idea is taboo i will need to see it become more divergent and unique how can personal informatics really enhance the utility of the app where are you using personal informatics in your prototypes and storyboards,0,39
434,the point of view could be more explicit but its still good its just that the point of view is strongly implied the motivational posters are a little too disconnect and obvious the prototypes are detailed but you would benefit from simplifying even further if you can as for the relation to the brief it does fit with it but could you look for a more nuanced relationship or deeper meaning between mood and productivity,0,75
435,since most people are indecisive  this claim lacks evidence,0,9
432,very well done very clear and easy to follow your thought process i had some difficulty differentiating your prototypes and also wanted to see how you thought current tools for this problem fall short but i think youre on the right track and with a solid pov you have plenty of material to guide your iterations,0,56
433,it is not clear how your pov engages with the studio brief or where current solutions fall short why does searching tip websites not work and how will your app help address that issue also  a little more detail on how your prototype flows would be helpful,0,47
430,look for deeper and more abstract connections for the pov make sure you decide on the specific audiencecommunity that follows your pov,0,22
431,careful getting too specific on a solution in your pov also as i said in class your storyboards should have a clear situation with a user need and a story of satisfying it  i like your pov and inspirations but think a little more critically about the issues of selftracking productivity,0,51
238,but your photos 1 and 2 were of solutions not of the observation breakdown or design opportunities,0,17
239,great diverse set of observations for this activity would have also been interesting to see how the rest of the exchange process goes rather than the beginning but i understand the constraints of time be careful about restricting insight to much to specific systems like tritontexty can we generalize things a bit more based on what you observed what general breaks down for online transactions and what needs can come based on that theres a lot of opportunities for different angles here,0,82
234,good job i like how you observed a diverse set of people who use emoji as well as create emoji,0,20
235,observations should provide more than a factual account of what you saw for example why does axell share any message that is not raw text  through facebook,0,27
236,some of your needs are much too feature oriented as opposed to a need that presents a design opportunity,0,19
237,the explanation of how each music affected the participants in your observations was great,0,14
230,i was confused as to what you were observing the observations did not demonstrate breakdowns that could serve as  design opportunities within the scope of this project some of the needs listed were focused on technologies rather than user needs remember that the studio brief is games with a purpose meaning you should be looking or behaviors or activities that could be improved through game design and game elements ie studying exercising socializing etc,0,74
232,no captions for photos,1,4
146,needs there are a few redundant needs that could be squashed into one,0,13
147,interesting problem space animal companionship definitely has many opportunities to be enhanced with technology transferring ownership temporary or permanent is definitely an often repeated process that is currently done manually and with varying amounts of success be interesting to see how design can help here,0,45
144,photo 1 the photograph does not really indicate the breakdownopportunity described in the caption,0,14
145,needs a few of these needs arent as relevant to the activity you observed,0,14
142,needs some redundancies,2,3
143,observations remember that you are trying to observe exchange in social situations some of your observation discussions dont seem to relate that much to that activity for example the breakdown with colin doesnt really show any slips with him exchanging during his social lunches only that he eats with the same friends a better breakdown for example might be that colin fails to talk about interesting topics because he eats with the same people every week,0,76
140,observations would like to see a lot more insightful commentary on the breakdownsdesign opportunities for each your observations it seemed like the main issue you brought up was that they had to use pictures of schedules to sync up in that activity where were the pitfalls what doesnt work about this method what does work,0,55
141,photo 1 similar to above its not clear where the breakdowndesign opportunity is in this photocaption having to default to using your phone to engage in the activity is not so much of a breakdown where exactly was the pitfall of this interaction,0,43
148,clever choice of social media medium to reach more diverse participants and also have some data automatically logged for you interesting stuff to think about when being connected to so many people how can we selectively exchange personal thoughts while still being efficient,0,43
149,needs some needs are redundant kyra connecting to peopleknownless known spontaneously to talk to vivian having a less distracting social media etc,0,22
939,he changes good work might be useful to condense all of these changes into a super concise list for ease of reference as you progress through development in the next few weeks,0,32
938,revisit missing discussion of concrete changes over time with design tools learned thus far i like the leveraging of already made networks to gain more catered reviewsindicators of where to go,0,31
933,plan would like to see a little bit more specificity in tasks focus on having things that are immediately actionable for example use he to make changes to hs adp and log is a pretty big task assigned to the entire group that requires a pretty big overhead in deciding who at what moment does what in particular   i would move the stretch goes into separate feature tasks so they are easier to keep track of and more modular in terms of who to assign to and what to do etc missing time estimates makes it hard to account for potential scheduling obstacles,0,103
932,he changes very thorough listing of he violations and changes to address them also nice organization with categorizing which changes youve already done and which are in progress not sure where make the login page the first page is occurring might have been an outdated change,0,46
930,revisit good discussion here about how you iterated from initial idea conception making the group experience fun and having a final judge can definitely be useful for facilitating exchange one thing youll definitely have to consider is the cost of employing this final judge especially if you are a wishy washy rascal that doesnt care to take part in deciding youll want to lower this cost as much as possible one way to go about this is to take advantage of repetition people with this problem may or may not up to you to find outdecide on this go out and eat often how can we leverage this especially if its samesimilar groups of people going out repeatedly can we give some extra valueincentive to those who use this over and over again which ideally is true if it is a fun and easy final judge,0,146
936,plan may be useful to add another column for page to organize grouped subtasks if you want to organize by page might be easier to visualize overall development structure that way,0,31
934,app good use of very obvious buttons and action colors blue for link to show what should be clickable and what is not in terms of mental models that part of what a user should expect is nice and straightforward interface wise the flow is not quite clear in how navigating through as a guest and as a user is supposed to differ currently it seems like just a hodgepodge of both mashed into the main screen key interaction flow that will want to be worked on next will be what happens after a user creates an event and on the flip what happens after a user joins an event how will that part of the exchange be handled to make sure the end goal for these users is met higherlevel comments below,0,133
829,individual he overall well organized and thorough would like to see some deeper insight on comparisons between the two prototypes beyond the two just having similar pitfalls,2,27
828,note try to have it in a pdf format next time rather than pages p,0,15
825,individual he overall great organization and analysis of usability good job on drawing comparisons between the two prototypes and presenting advantagesdisadvantages in both colorful,1,24
826,group he nice flow from highlevel overview to more specific usability issues would like to see more discussion on the conclusion reached about prototype 1 being too linear will the evaluated team understand where specifically that can make improvements if they are just told that it is too linear what potential solutions can you provide for this wherewhen does usability come in to conflict with whatever linear flow they had,2,70
820,severity ratings are a bit low in general for example id say tracking a users own post would receive a 4 i would say,1,24
822,would like to see some more deep feedback in comparisons between the two apps most comparisons were just that both performed well or poorly in the same thing,0,28
1482,online test results nice work qualitatively i definitely agree that the new sidebar design is better in terms of users not accidentally trying to click something that isnt clickable i also agree with the new icon for participants seems to work well,0,42
1481,overall looking pretty demoable looking forward to seeing any other updates made in the coming week,0,16
1480,fit  finish missing github link in assignment submission but thanks for the update piazza post,0,15
1487,eliminate the hamburger menu on your two screens that have it it can prevent people from going directly to the home screen which is well developed andit doesnt actually reduce the total number of button presses to navigate from one screen to the next still 2  its just cluttering up the top and isnt properly aligned on the setting page,0,60
1486,137 unique users amazing a few suggestions i know its late in the game and you may even be done making changes but,0,23
1485,good job with statistics page can you get more data without being too invasive,0,14
1484,i see youve snagged a domain name  nice looking forward to presentationdemo day,0,13
1489,chi squared calculation work needs to be shown,0,8
1488,,0,0
797,would have wanted to see more comparison between two prototypes otherwise i think your feedback was more insightful than most,0,20
796,half the summary paragraph talked more about the process and not the outcomes of the process,1,16
795,severity ratings a little extreme would have wanted to see more depth to feedback though its understood that its just paper prototypes,0,22
794,home page its a start not quite fitting into the mobile form factor which is currently the major issue one thing that i am noticing in the current page is that its not immediately obvious what differences in functions i as a user will have when i choose one of the three forking options find explorers and nearby seem to likely to do the same thing provided i give a location by dropping the pin as the current temporary background suggests its also not too clear what surprise me would mean on the flip you may not decided that this is as big of an issue if you expect users to figure out and learn quickly what these actions do could be useful to discuss as a team and decide on moving forward,3,133
793,group he good group evaluation was very useful especially in the context of this course to explicitly detail which heuristics your aggregately distilled violations fit into nice inclusion of very concrete example solutions for the evaluated team to consider i also do agree that because he has limited scope it is sometimes difficult to identify or even just consider identifying problems outside of the he domain as a follow up question what are some ways that we can set up an evaluation to have both the benefits of structure and the freedom of off the page thought,2,97
792,individual he overall good analysis of usability for both the prototypes  discussion of comparisons between the two prototypes was very sparse however another note is that some of the severity ratings dont seem quite fitting remember that these ratings are to help the evaluated team prioritize their fixes you listed severity 1 for a few issues that didnt appear to be purely cosmetic,0,63
791,home page great start some things to consider moving forward top banner can probably be shrunk down to save some real estate in the mobile form factor i notice a search icon in the top right but also a search bar in the body of the page are they for different uses if so how can we make sure the user is aware of both and their uses based on the goals of your app is there any other important information that a user might want to know in the preview feed of these food items other than name and price just some things to think about,3,107
790,group he good aggregate evaluation nice useful concrete examples of potential solutions to the major problems found interesting considerations of one user in the context of many others the discussion of how data on the app might be used after a session was particularly insightful,3,45
799,well done 1 pt deduction for lack of concrete and creative solutions to the issues found in the prototype,0,19
798,very comprehensive and i appreciated your comparison between the two prototypes however i had trouble seeing consistency in your severity ratings,0,21
1270,where are your handlebars files i only see html,0,9
1271,re as seen in lab 6 data are handled asynchronously using the get and post functions using ajax and getjson are also acceptable do not see the use of post functions or ajax equivalent,2,34
1272,comments  app is coming along nicely and it looks like work is being welldistributed great work,0,16
1139,data doesnt seem to be handled asynchronously no get or post functions in github repo good functionality so far,0,19
1138,plan items not detailed enough still really good job this week though,0,12
1133,competitive analysis good analysis but how did you know that users ditched habit apps like habitica was it in user reviews interviews make sure to provide evidence for reasons that people might be abandoning those apps,0,36
1131,dev plan nice definitely good to weed out things that are not worth implementing googlefacebook oath is for sure not a priority,0,22
1130,interaction flow server error on profile tab  the main primary functionality that is still missing is the how one should engage in the actual exchange between a teacherstudent we currently see a contact button but thats about it the messenger tab also isnt doing anything yet either up to your team on whether or not you want to integrate messaging if its an important part of connecting with the other party maybe its important but if its only secondary to what other system you might put in place for connecting two people you can put it on low priority and focus on other things,0,104
1137,github link need it for item 5,0,7
1136,would have like to see specific competitors listed also in a number of places you ask users to recall rather than recognize eg when putting in an assignment grade i have to recall what the overall weight is even when i entered the number previously when i created the assignment some styling issues as well but that does not matter at this point as we want you focusing on functionality and you have a good bit already,0,77
1135,thank you for the clearly readable dev plans you are a little short on the functionality analytics and navigation hitting the questions link took me to a dead page but i think you are headed in the right direction especially if you shift your focus quickly once you get the input down to how people can view and interpret the responses in a meaningful way,0,65
1134,app the village icon is the home button which i wouldve assumed is the homepage even though the mission log is the homepage further the log out button is typically pulled right on a nav bar to prevent users from accidentally clicking it while exploring the app the new mission button in mobile view is difficult to see and not very clear as to what it means these are some simple navigational elements that can impede user experience in your app when complete is clicked it does not direct to any page and instead leads to an error,3,98
1276, some major functionality is still missing 1 user acccount managementcustomization show only as many quarters as the user has attended ucsd for 2 i should be able to add classes to past quarters otherwise its not really much help to me i still n,0,44
1277, development plan looks well balanced but the commit log tells a different story didnt take a point off but will be checking in with your group,0,26
1009,dont have too many major comments on highlevel things maybe the largest scope consideration would be any power that the owner of the meeting has can they kick people can they restrict who can ask questionsmake polls etc might be useful to look into and its some set of features i might actually want if i were to use this app in a meeting  lecture etc the only other changes i have in mind right now is what we talked about in office hours about the navigation indicators kind of like breadcrumbs that tell you where exactly in the app you are for example on the page where it shows all the polls the top header can just say polls buttons can be bigger since it is for mobile,0,129
1008,great progress so far definitely on a good pace,0,9
1007,great competitive analysis didnt distribute work to kaitlin preassign the tasks more detail with tasks,0,15
1006,competitive analysis could be more convincing i hope you try to distinguish yourself more add more detail to dev plan ola and paulo need to start pulling more weight,0,29
1004,plan the main thing i would work on for your development plan is to have more specific tasks a good rule of thumb to go by is immediately actionable you want to avoid leaving tasks largely open ended like create x page theres a lot that can happen on a page one way to work around this is to group several smaller tasks under one page that way its all organized but the team and anyone reading the plan also has a good idea of what immediately actionable items need to be done tasks like you have toward the end of week 6 are better,1,105
1002,random thought  when searching for feedback on fashion will people ever want to have multiple photosangled grouped in a single post if that were the case would you want to allow for this but place a limit on how many could be interesting to consider,0,45
517,as you develop your personas and prototype further keep asking why why did you select the inspirations you did why are you interested in helping this particular user  why are you choosing particular features for your app right now a lot of the analysis remains at a surface level digging deeper by trying to understand the users motivations and your own goals in designing will help address that,0,68
1000,how would you like a user to proceed if they have a category in mind to browse into,0,18
623,thorough fairly concise and well ranked,0,6
622,needs an explicit and specific comparative analysis of the 2 prototypes as opposed to just listing the violations group evaluation for the 2nd prototype should include more actionable usability suggestions for improvement,1,32
